codigo,nome,preco,estoque
P01625,Produto1625,949.88,230
P01626,Produto1626,248.26,770
P01627,Produto1627,29.9,899
P01628,Produto1628,813.46,694
P01629,Produto1629,153.59,781
P01630,Produto1630,320.97,674
P01631,Produto1631,183.45,974
P01632,Produto1632,105.79,776
P01633,Produto1633,316.76,725
P01634,Produto1634,611.85,471
P01635,Produto1635,287.11,161
P01636,Produto1636,293.76,177
P01637,Produto1637,648.83,766
P01638,Produto1638,915.85,536
P01639,Produto1639,135.21,167
P01640,Produto1640,863.86,333
P01641,Produto1641,868.18,932
P01642,Produto1642,754.83,941
P01643,Produto1643,602.73,959
P01644,Produto1644,151.77,271
P01645,Produto1645,226.6,680
P01646,Produto1646,617.37,71
P01647,Produto1647,691.37,860
P01648,Produto1648,687.13,794
P01649,Produto1649,262.53,824
P01650,Produto1650,60.46,42
P01651,Produto1651,864.65,16
P01652,Produto1652,421.34,304
P01653,Produto1653,965.92,981
P01654,Produto1654,549.6,115
P01655,Produto1655,262.12,107
P01656,Produto1656,365.27,137
P01657,Produto1657,436.32,258
P01658,Produto1658,702.89,424
P01659,Produto1659,72.51,397
P01660,Produto1660,693.14,583
P01661,Produto1661,270.76,260
P01662,Produto1662,826.2,761
P01663,Produto1663,890.98,440
P01664,Produto1664,969.38,382
P01665,Produto1665,627.78,83
P01666,Produto1666,375.3,136
P01667,Produto1667,803.89,350
P01668,Produto1668,863.08,721
P01669,Produto1669,508.49,652
P01670,Produto1670,690.89,558
P01671,Produto1671,467.4,792
P01672,Produto1672,651.85,891
P01673,Produto1673,525.11,138
P01674,Produto1674,204.91,791
P01675,Produto1675,252.41,699
P01676,Produto1676,818.6,177
P01677,Produto1677,491.47,398
P01678,Produto1678,37.8,205
P01679,Produto1679,861.93,24
P01680,Produto1680,15.29,796
P01681,Produto1681,764.84,905
P01682,Produto1682,258.76,676
P01683,Produto1683,96.36,889
P01684,Produto1684,379.68,796
P01685,Produto1685,758.0,864
P01686,Produto1686,557.92,457
P01687,Produto1687,853.88,533
P01688,Produto1688,700.61,363
P01689,Produto1689,82.45,597
P01690,Produto1690,925.47,357
P01691,Produto1691,262.96,287
P01692,Produto1692,262.03,929
P01693,Produto1693,412.03,432
P01694,Produto1694,320.94,970
P01695,Produto1695,797.72,874
P01696,Produto1696,817.0,614
P01697,Produto1697,339.04,532
P01698,Produto1698,961.16,621
P01699,Produto1699,743.06,62
P01700,Produto1700,523.65,500
P01701,Produto1701,563.97,662
P01702,Produto1702,391.74,391
P01703,Produto1703,390.68,67
P01704,Produto1704,874.77,297
P01705,Produto1705,419.56,355
P01706,Produto1706,620.98,756
P01707,Produto1707,782.41,105
P01708,Produto1708,491.07,596
P01709,Produto1709,650.2,882
P01710,Produto1710,909.65,377
P01711,Produto1711,652.61,809
P01712,Produto1712,271.53,510
P01713,Produto1713,277.62,372
P01714,Produto1714,836.72,233
P01715,Produto1715,542.07,89
P01716,Produto1716,66.02,5
P01717,Produto1717,104.23,418
P01718,Produto1718,345.31,289
P01719,Produto1719,850.29,438
P01720,Produto1720,974.62,923
P01721,Produto1721,417.7,703
P01722,Produto1722,223.12,232
P01723,Produto1723,880.38,428
P01724,Produto1724,985.8,775
P01725,Produto1725,73.97,653
P01726,Produto1726,352.54,500
P01727,Produto1727,915.31,388
P01728,Produto1728,92.26,910
P01729,Produto1729,564.75,446
P01730,Produto1730,174.65,597
P01731,Produto1731,627.14,333
P01732,Produto1732,787.93,413
P01733,Produto1733,651.96,861
P01734,Produto1734,371.82,883
P01735,Produto1735,704.64,99
P01736,Produto1736,533.9,514
P01737,Produto1737,326.75,785
P01738,Produto1738,292.75,39
P01739,Produto1739,325.14,473
P01740,Produto1740,952.09,448
P01741,Produto1741,394.85,158
P01742,Produto1742,961.38,379
P01743,Produto1743,490.76,341
P01744,Produto1744,730.97,273
P01745,Produto1745,902.45,575
P01746,Produto1746,310.71,212
P01747,Produto1747,343.64,58
P01748,Produto1748,538.45,607
P01749,Produto1749,817.78,247
P01750,Produto1750,488.49,685
P01751,Produto1751,778.31,588
P01752,Produto1752,663.22,559
P01753,Produto1753,4.32,33
P01754,Produto1754,420.26,562
P01755,Produto1755,438.21,855
P01756,Produto1756,506.19,730
P01757,Produto1757,273.93,144
P01758,Produto1758,33.63,560
P01759,Produto1759,969.99,789
P01760,Produto1760,334.09,259
P01761,Produto1761,777.08,924
P01762,Produto1762,163.19,462
P01763,Produto1763,706.23,353
P01764,Produto1764,616.75,125
P01765,Produto1765,330.09,313
P01766,Produto1766,527.46,776
P01767,Produto1767,190.15,595
P01768,Produto1768,809.26,949
P01769,Produto1769,4.92,459
P01770,Produto1770,553.22,552
P01771,Produto1771,248.33,435
P01772,Produto1772,712.83,645
P01773,Produto1773,995.59,497
P01774,Produto1774,461.16,873
P01775,Produto1775,809.58,129
P01776,Produto1776,882.87,369
P01777,Produto1777,946.96,172
P01778,Produto1778,322.44,876
P01779,Produto1779,61.91,158
P01780,Produto1780,649.64,291
P01781,Produto1781,218.94,59
P01782,Produto1782,950.01,214
P01783,Produto1783,651.28,119
P01784,Produto1784,189.46,680
P01785,Produto1785,974.87,675
P01786,Produto1786,887.94,631
P01787,Produto1787,548.58,476
P01788,Produto1788,186.69,182
P01789,Produto1789,206.72,291
P01790,Produto1790,360.31,427
P01791,Produto1791,771.9,517
P01792,Produto1792,616.74,514
P01793,Produto1793,862.54,158
P01794,Produto1794,331.07,321
P01795,Produto1795,374.0,959
P01796,Produto1796,671.84,696
P01797,Produto1797,719.69,256
P01798,Produto1798,664.41,520
P01799,Produto1799,697.0,872
P01800,Produto1800,557.08,802
P01801,Produto1801,614.45,115
P01802,Produto1802,246.71,352
P01803,Produto1803,228.68,893
P01804,Produto1804,646.91,660
P01805,Produto1805,32.82,127
P01806,Produto1806,884.85,533
P01807,Produto1807,15.13,744
P01808,Produto1808,739.73,749
P01809,Produto1809,596.27,593
P01810,Produto1810,776.74,736
P01811,Produto1811,446.87,795
P01812,Produto1812,381.31,591
P01813,Produto1813,740.79,4
P01814,Produto1814,118.02,365
P01815,Produto1815,139.79,633
P01816,Produto1816,890.89,790
P01817,Produto1817,981.69,953
P01818,Produto1818,388.42,292
P01819,Produto1819,202.89,963
P01820,Produto1820,892.54,855
P01821,Produto1821,619.41,748
P01822,Produto1822,178.67,977
P01823,Produto1823,75.85,784
P01824,Produto1824,975.17,430
P01825,Produto1825,516.94,677
P01826,Produto1826,411.93,56
P01827,Produto1827,175.92,215
P01828,Produto1828,657.82,919
P01829,Produto1829,513.88,40
P01830,Produto1830,625.94,169
P01831,Produto1831,442.47,290
P01832,Produto1832,651.39,992
P01833,Produto1833,550.88,165
P01834,Produto1834,808.67,393
P01835,Produto1835,407.89,487
P01836,Produto1836,478.23,42
P01837,Produto1837,826.91,795
P01838,Produto1838,995.18,792
P01839,Produto1839,294.19,432
P01840,Produto1840,591.32,443
P01841,Produto1841,539.14,290
P01842,Produto1842,267.9,304
P01843,Produto1843,603.63,923
P01844,Produto1844,566.15,331
P01845,Produto1845,580.2,358
P01846,Produto1846,897.45,793
P01847,Produto1847,82.68,103
P01848,Produto1848,295.96,359
P01849,Produto1849,653.09,561
P01850,Produto1850,98.76,324
P01851,Produto1851,985.67,660
P01852,Produto1852,628.07,273
P01853,Produto1853,523.16,625
P01854,Produto1854,49.53,86
P01855,Produto1855,93.7,566
P01856,Produto1856,367.68,297
P01857,Produto1857,139.54,505
P01858,Produto1858,974.27,690
P01859,Produto1859,408.14,699
P01860,Produto1860,891.78,532
P01861,Produto1861,843.85,703
P01862,Produto1862,78.51,154
P01863,Produto1863,558.8,874
P01864,Produto1864,786.32,635
P01865,Produto1865,784.78,966
P01866,Produto1866,520.89,536
P01867,Produto1867,6.79,499
P01868,Produto1868,732.66,127
P01869,Produto1869,132.69,394
P01870,Produto1870,478.2,251
P01871,Produto1871,264.91,889
P01872,Produto1872,711.41,583
P01873,Produto1873,492.68,864
P01874,Produto1874,746.46,944
P01875,Produto1875,153.1,146
P01876,Produto1876,700.88,714
P01877,Produto1877,444.76,733
P01878,Produto1878,55.18,615
P01879,Produto1879,438.59,869
P01880,Produto1880,642.65,115
P01881,Produto1881,455.49,842
P01882,Produto1882,918.76,673
P01883,Produto1883,490.4,13
P01884,Produto1884,486.94,834
P01885,Produto1885,55.15,22
P01886,Produto1886,734.17,592
P01887,Produto1887,713.86,848
P01888,Produto1888,671.32,840
P01889,Produto1889,767.87,471
P01890,Produto1890,432.16,51
P01891,Produto1891,15.46,737
P01892,Produto1892,598.75,664
P01893,Produto1893,289.4,474
P01894,Produto1894,938.83,922
P01895,Produto1895,481.35,267
P01896,Produto1896,119.88,729
P01897,Produto1897,698.13,383
P01898,Produto1898,529.5,546
P01899,Produto1899,475.59,412
P01900,Produto1900,556.15,919
P01901,Produto1901,552.24,10
P01902,Produto1902,203.68,822
P01903,Produto1903,194.69,101
P01904,Produto1904,831.81,313
P01905,Produto1905,373.62,953
P01906,Produto1906,973.32,184
P01907,Produto1907,939.37,124
P01908,Produto1908,797.41,198
P01909,Produto1909,717.53,647
P01910,Produto1910,839.77,133
P01911,Produto1911,323.55,520
P01912,Produto1912,593.26,443
P01913,Produto1913,520.25,26
P01914,Produto1914,223.02,874
P01915,Produto1915,11.98,463
P01916,Produto1916,513.81,644
P01917,Produto1917,848.27,173
P01918,Produto1918,708.99,118
P01919,Produto1919,317.97,262
P01920,Produto1920,277.81,140
P01921,Produto1921,403.86,519
P01922,Produto1922,433.04,982
P01923,Produto1923,430.56,769
P01924,Produto1924,601.45,347
P01925,Produto1925,688.48,126
P01926,Produto1926,735.51,590
P01927,Produto1927,477.8,704
P01928,Produto1928,810.08,506
P01929,Produto1929,843.0,193
P01930,Produto1930,891.52,435
P01931,Produto1931,11.1,547
P01932,Produto1932,914.44,212
P01933,Produto1933,700.28,703
P01934,Produto1934,161.09,646
P01935,Produto1935,306.1,817
P01936,Produto1936,927.69,952
P01937,Produto1937,983.46,268
P01938,Produto1938,122.05,411
P01939,Produto1939,940.39,663
P01940,Produto1940,623.29,268
P01941,Produto1941,8.99,671
P01942,Produto1942,552.19,91
P01943,Produto1943,409.84,660
P01944,Produto1944,816.66,59
P01945,Produto1945,313.64,387
P01946,Produto1946,319.28,666
P01947,Produto1947,149.4,787
P01948,Produto1948,242.45,139
P01949,Produto1949,536.67,40
P01950,Produto1950,701.93,955
P01951,Produto1951,916.9,88
P01952,Produto1952,81.08,817
P01953,Produto1953,309.36,88
P01954,Produto1954,21.89,632
P01955,Produto1955,578.6,902
P01956,Produto1956,861.07,58
P01957,Produto1957,143.87,579
P01958,Produto1958,102.99,322
P01959,Produto1959,627.77,111
P01960,Produto1960,620.31,115
P01961,Produto1961,450.45,253
P01962,Produto1962,194.8,132
P01963,Produto1963,852.73,687
P01964,Produto1964,215.01,161
P01965,Produto1965,697.13,267
P01966,Produto1966,601.62,967
P01967,Produto1967,894.77,81
P01968,Produto1968,610.95,475
P01969,Produto1969,253.27,72
P01970,Produto1970,698.68,633
P01971,Produto1971,120.99,751
P01972,Produto1972,192.61,61
P01973,Produto1973,859.35,41
P01974,Produto1974,136.5,431
P01975,Produto1975,804.57,600
P01976,Produto1976,85.93,550
P01977,Produto1977,11.83,132
P01978,Produto1978,253.26,224
P01979,Produto1979,860.35,3
P01980,Produto1980,386.22,175
P01981,Produto1981,961.79,716
P01982,Produto1982,938.79,543
P01983,Produto1983,794.16,914
P01984,Produto1984,781.01,885
P01985,Produto1985,414.69,410
P01986,Produto1986,107.68,23
P01987,Produto1987,469.91,607
P01988,Produto1988,752.59,904
P01989,Produto1989,151.83,8
P01990,Produto1990,461.93,910
P01991,Produto1991,986.84,43
P01992,Produto1992,527.03,546
P01993,Produto1993,222.8,212
P01994,Produto1994,731.61,895
P01995,Produto1995,797.28,145
P01996,Produto1996,757.39,948
P01997,Produto1997,972.17,919
P01998,Produto1998,42.08,629
P01999,Produto1999,614.06,314
P02000,Produto2000,207.01,380
P02001,Produto2001,248.75,443
P02002,Produto2002,458.69,741
P02003,Produto2003,344.52,432
P02004,Produto2004,603.58,722
P02005,Produto2005,897.96,573
P02006,Produto2006,930.19,160
P02007,Produto2007,434.65,892
P02008,Produto2008,317.51,404
P02009,Produto2009,831.53,992
P02010,Produto2010,285.24,826
P02011,Produto2011,385.48,149
P02012,Produto2012,682.62,360
P02013,Produto2013,194.58,119
P02014,Produto2014,836.11,418
P02015,Produto2015,266.07,21
P02016,Produto2016,860.28,808
P02017,Produto2017,950.52,49
P02018,Produto2018,679.41,329
P02019,Produto2019,179.83,337
P02020,Produto2020,730.37,540
P02021,Produto2021,688.82,449
P02022,Produto2022,544.13,226
P02023,Produto2023,707.54,983
P02024,Produto2024,165.76,138
P02025,Produto2025,850.5,157
P02026,Produto2026,848.38,41
P02027,Produto2027,638.53,503
P02028,Produto2028,75.4,548
P02029,Produto2029,993.34,523
P02030,Produto2030,69.74,284
P02031,Produto2031,292.97,846
P02032,Produto2032,634.83,132
P02033,Produto2033,772.08,967
P02034,Produto2034,288.12,631
P02035,Produto2035,740.29,165
P02036,Produto2036,426.38,690
P02037,Produto2037,43.7,980
P02038,Produto2038,645.01,953
P02039,Produto2039,885.41,214
P02040,Produto2040,584.86,482
P02041,Produto2041,625.99,676
P02042,Produto2042,890.13,81
P02043,Produto2043,618.04,908
P02044,Produto2044,720.77,304
P02045,Produto2045,507.49,136
P02046,Produto2046,34.23,323
P02047,Produto2047,351.37,764
P02048,Produto2048,337.88,876
P02049,Produto2049,30.18,959
P02050,Produto2050,843.64,216
P02051,Produto2051,314.92,419
P02052,Produto2052,747.47,12
P02053,Produto2053,764.09,476
P02054,Produto2054,868.67,295
P02055,Produto2055,779.12,839
P02056,Produto2056,92.45,484
P02057,Produto2057,362.38,476
P02058,Produto2058,655.24,146
P02059,Produto2059,613.45,347
P02060,Produto2060,463.18,359
P02061,Produto2061,129.03,608
P02062,Produto2062,489.28,123
P02063,Produto2063,174.09,430
P02064,Produto2064,423.9,980
P02065,Produto2065,366.69,649
P02066,Produto2066,814.37,58
P02067,Produto2067,487.16,112
P02068,Produto2068,361.34,550
P02069,Produto2069,529.52,73
P02070,Produto2070,902.04,914
P02071,Produto2071,383.61,101
P02072,Produto2072,401.84,326
P02073,Produto2073,400.73,565
P02074,Produto2074,868.57,771
P02075,Produto2075,656.2,927
P02076,Produto2076,551.14,137
P02077,Produto2077,718.53,736
P02078,Produto2078,317.23,269
P02079,Produto2079,875.51,76
P02080,Produto2080,775.94,174
P02081,Produto2081,134.43,353
P02082,Produto2082,113.36,392
P02083,Produto2083,616.72,816
P02084,Produto2084,279.11,422
P02085,Produto2085,89.08,652
P02086,Produto2086,855.46,370
P02087,Produto2087,738.26,946
P02088,Produto2088,916.63,737
P02089,Produto2089,132.43,599
P02090,Produto2090,89.73,545
P02091,Produto2091,945.83,715
P02092,Produto2092,740.77,727
P02093,Produto2093,233.05,116
P02094,Produto2094,495.13,277
P02095,Produto2095,937.3,423
P02096,Produto2096,861.11,492
P02097,Produto2097,45.99,1000
P02098,Produto2098,585.05,239
P02099,Produto2099,651.53,617
P02100,Produto2100,751.08,150
P02101,Produto2101,30.34,305
P02102,Produto2102,461.11,610
P02103,Produto2103,496.17,115
P02104,Produto2104,79.56,913
P02105,Produto2105,72.87,717
P02106,Produto2106,904.64,567
P02107,Produto2107,191.26,799
P02108,Produto2108,899.22,436
P02109,Produto2109,185.73,870
P02110,Produto2110,934.09,393
P02111,Produto2111,346.15,935
P02112,Produto2112,544.65,798
P02113,Produto2113,241.58,128
P02114,Produto2114,413.38,299
P02115,Produto2115,932.33,958
P02116,Produto2116,661.2,296
P02117,Produto2117,602.49,769
P02118,Produto2118,259.06,195
P02119,Produto2119,425.75,369
P02120,Produto2120,347.89,179
P02121,Produto2121,800.82,271
P02122,Produto2122,605.26,756
P02123,Produto2123,927.08,337
P02124,Produto2124,863.36,68
P02125,Produto2125,32.94,602
P02126,Produto2126,300.96,418
P02127,Produto2127,111.17,906
P02128,Produto2128,473.25,673
P02129,Produto2129,593.18,562
P02130,Produto2130,860.98,442
P02131,Produto2131,101.92,141
P02132,Produto2132,441.43,659
P02133,Produto2133,556.6,500
P02134,Produto2134,806.3,898
P02135,Produto2135,294.6,775
P02136,Produto2136,350.93,400
P02137,Produto2137,106.17,69
P02138,Produto2138,164.83,346
P02139,Produto2139,318.65,802
P02140,Produto2140,484.54,739
P02141,Produto2141,622.15,627
P02142,Produto2142,195.38,691
P02143,Produto2143,209.3,297
P02144,Produto2144,329.93,561
P02145,Produto2145,527.95,338
P02146,Produto2146,640.79,867
P02147,Produto2147,959.48,544
P02148,Produto2148,462.57,812
P02149,Produto2149,838.73,179
P02150,Produto2150,440.79,407
P02151,Produto2151,461.83,922
P02152,Produto2152,147.6,629
P02153,Produto2153,330.87,423
P02154,Produto2154,399.3,688
P02155,Produto2155,765.94,356
P02156,Produto2156,49.34,666
P02157,Produto2157,607.76,256
P02158,Produto2158,256.64,234
P02159,Produto2159,888.59,356
P02160,Produto2160,674.54,253
P02161,Produto2161,613.98,240
P02162,Produto2162,88.15,620
P02163,Produto2163,353.42,646
P02164,Produto2164,739.42,426
P02165,Produto2165,492.43,388
P02166,Produto2166,286.63,836
P02167,Produto2167,545.34,884
P02168,Produto2168,173.02,307
P02169,Produto2169,281.37,853
P02170,Produto2170,634.44,957
P02171,Produto2171,230.79,524
P02172,Produto2172,87.58,391
P02173,Produto2173,202.24,404
P02174,Produto2174,256.04,53
P02175,Produto2175,111.85,357
P02176,Produto2176,950.15,138
P02177,Produto2177,939.8,651
P02178,Produto2178,973.99,457
P02179,Produto2179,40.22,254
P02180,Produto2180,50.51,833
P02181,Produto2181,555.75,299
P02182,Produto2182,981.74,249
P02183,Produto2183,991.94,180
P02184,Produto2184,295.49,299
P02185,Produto2185,732.96,959
P02186,Produto2186,552.08,509
P02187,Produto2187,268.19,132
P02188,Produto2188,762.52,939
P02189,Produto2189,795.7,508
P02190,Produto2190,778.35,772
P02191,Produto2191,430.33,981
P02192,Produto2192,838.22,750
P02193,Produto2193,813.1,999
P02194,Produto2194,231.95,351
P02195,Produto2195,978.52,410
P02196,Produto2196,715.96,907
P02197,Produto2197,669.25,336
P02198,Produto2198,784.05,222
P02199,Produto2199,243.56,241
P02200,Produto2200,94.3,778
P02201,Produto2201,819.16,583
P02202,Produto2202,730.06,678
P02203,Produto2203,830.01,68
P02204,Produto2204,450.39,580
P02205,Produto2205,211.36,799
P02206,Produto2206,484.66,493
P02207,Produto2207,403.25,203
P02208,Produto2208,330.56,151
P02209,Produto2209,128.06,169
P02210,Produto2210,242.41,15
P02211,Produto2211,909.89,404
P02212,Produto2212,577.24,315
P02213,Produto2213,409.08,81
P02214,Produto2214,219.86,192
P02215,Produto2215,340.04,862
P02216,Produto2216,477.56,255
P02217,Produto2217,959.84,357
P02218,Produto2218,933.02,976
P02219,Produto2219,829.43,440
P02220,Produto2220,60.21,590
P02221,Produto2221,819.5,686
P02222,Produto2222,468.95,607
P02223,Produto2223,240.46,290
P02224,Produto2224,506.85,916
P02225,Produto2225,278.37,772
P02226,Produto2226,280.46,142
P02227,Produto2227,718.63,398
P02228,Produto2228,461.0,512
P02229,Produto2229,490.77,671
P02230,Produto2230,946.35,659
P02231,Produto2231,316.04,316
P02232,Produto2232,297.45,429
P02233,Produto2233,299.22,707
P02234,Produto2234,255.49,352
P02235,Produto2235,200.75,941
P02236,Produto2236,661.42,251
P02237,Produto2237,303.26,248
P02238,Produto2238,745.97,580
P02239,Produto2239,279.87,523
P02240,Produto2240,538.49,678
P02241,Produto2241,682.54,364
P02242,Produto2242,135.67,942
P02243,Produto2243,490.46,562
P02244,Produto2244,193.42,424
P02245,Produto2245,569.47,51
P02246,Produto2246,683.26,19
P02247,Produto2247,213.82,911
P02248,Produto2248,504.76,474
P02249,Produto2249,391.61,482
P02250,Produto2250,732.08,320
P02251,Produto2251,333.92,516
P02252,Produto2252,867.48,979
P02253,Produto2253,196.93,587
P02254,Produto2254,895.54,508
P02255,Produto2255,276.67,964
P02256,Produto2256,660.3,842
P02257,Produto2257,601.9,634
P02258,Produto2258,312.29,767
P02259,Produto2259,235.25,327
P02260,Produto2260,636.39,481
P02261,Produto2261,784.16,693
P02262,Produto2262,415.09,665
P02263,Produto2263,643.88,268
P02264,Produto2264,207.34,777
P02265,Produto2265,203.0,989
P02266,Produto2266,7.54,463
P02267,Produto2267,902.84,493
P02268,Produto2268,233.45,450
P02269,Produto2269,633.31,107
P02270,Produto2270,605.01,797
P02271,Produto2271,403.35,957
P02272,Produto2272,578.02,520
P02273,Produto2273,106.31,799
P02274,Produto2274,631.43,796
P02275,Produto2275,264.78,340
P02276,Produto2276,51.84,535
P02277,Produto2277,199.3,736
P02278,Produto2278,25.47,248
P02279,Produto2279,876.65,492
P02280,Produto2280,79.04,704
P02281,Produto2281,338.85,429
P02282,Produto2282,719.82,609
P02283,Produto2283,572.86,618
P02284,Produto2284,996.02,513
P02285,Produto2285,620.98,147
P02286,Produto2286,132.92,840
P02287,Produto2287,349.7,297
P02288,Produto2288,254.35,744
P02289,Produto2289,535.48,20
P02290,Produto2290,991.53,51
P02291,Produto2291,348.33,297
P02292,Produto2292,423.61,196
P02293,Produto2293,688.81,155
P02294,Produto2294,340.4,978
P02295,Produto2295,599.79,481
P02296,Produto2296,564.28,856
P02297,Produto2297,332.51,310
P02298,Produto2298,891.26,116
P02299,Produto2299,577.81,1000
P02300,Produto2300,939.9,62
P02301,Produto2301,256.52,892
P02302,Produto2302,35.17,309
P02303,Produto2303,190.09,167
P02304,Produto2304,976.81,344
P02305,Produto2305,274.67,649
P02306,Produto2306,635.87,608
P02307,Produto2307,408.38,705
P02308,Produto2308,320.05,492
P02309,Produto2309,188.49,819
P02310,Produto2310,911.1,201
P02311,Produto2311,104.83,686
P02312,Produto2312,123.96,490
P02313,Produto2313,926.91,382
P02314,Produto2314,66.28,103
P02315,Produto2315,8.83,112
P02316,Produto2316,400.55,307
P02317,Produto2317,573.78,686
P02318,Produto2318,746.33,671
P02319,Produto2319,210.67,931
P02320,Produto2320,290.01,854
P02321,Produto2321,192.3,511
P02322,Produto2322,206.16,887
P02323,Produto2323,797.42,656
P02324,Produto2324,363.92,658
P02325,Produto2325,548.03,604
P02326,Produto2326,784.98,501
P02327,Produto2327,296.13,218
P02328,Produto2328,814.86,570
P02329,Produto2329,592.39,640
P02330,Produto2330,386.73,541
P02331,Produto2331,892.77,42
P02332,Produto2332,889.62,492
P02333,Produto2333,5.52,244
P02334,Produto2334,936.65,143
P02335,Produto2335,721.01,618
P02336,Produto2336,648.43,753
P02337,Produto2337,966.45,334
P02338,Produto2338,27.61,691
P02339,Produto2339,613.71,825
P02340,Produto2340,881.55,69
P02341,Produto2341,372.64,694
P02342,Produto2342,267.47,550
P02343,Produto2343,736.04,48
P02344,Produto2344,698.67,377
P02345,Produto2345,97.07,856
P02346,Produto2346,830.58,704
P02347,Produto2347,83.38,159
P02348,Produto2348,660.88,756
P02349,Produto2349,479.26,515
P02350,Produto2350,417.82,407
P02351,Produto2351,758.48,94
P02352,Produto2352,557.56,259
P02353,Produto2353,463.56,720
P02354,Produto2354,276.46,617
P02355,Produto2355,431.28,59
P02356,Produto2356,64.82,73
P02357,Produto2357,390.25,815
P02358,Produto2358,313.53,157
P02359,Produto2359,890.26,377
P02360,Produto2360,4.84,791
P02361,Produto2361,331.39,683
P02362,Produto2362,805.22,122
P02363,Produto2363,504.13,970
P02364,Produto2364,392.59,881
P02365,Produto2365,952.98,150
P02366,Produto2366,710.23,76
P02367,Produto2367,900.31,837
P02368,Produto2368,579.33,883
P02369,Produto2369,104.0,865
P02370,Produto2370,814.01,265
P02371,Produto2371,930.67,660
P02372,Produto2372,546.64,188
P02373,Produto2373,730.75,998
P02374,Produto2374,610.59,540
P02375,Produto2375,728.57,115
P02376,Produto2376,778.24,576
P02377,Produto2377,589.16,784
P02378,Produto2378,446.31,299
P02379,Produto2379,597.03,823
P02380,Produto2380,860.38,736
P02381,Produto2381,853.54,825
P02382,Produto2382,144.88,384
P02383,Produto2383,499.9,477
P02384,Produto2384,186.27,639
P02385,Produto2385,541.18,424
P02386,Produto2386,8.33,171
P02387,Produto2387,922.65,296
P02388,Produto2388,70.73,654
P02389,Produto2389,983.17,426
P02390,Produto2390,413.51,360
P02391,Produto2391,558.72,708
P02392,Produto2392,223.35,255
P02393,Produto2393,249.42,601
P02394,Produto2394,693.85,546
P02395,Produto2395,962.0,650
P02396,Produto2396,924.28,58
P02397,Produto2397,667.94,220
P02398,Produto2398,602.34,758
P02399,Produto2399,863.18,569
P02400,Produto2400,703.2,606
P02401,Produto2401,263.48,920
P02402,Produto2402,718.74,80
P02403,Produto2403,476.67,554
P02404,Produto2404,705.62,612
P02405,Produto2405,304.7,523
P02406,Produto2406,753.82,137
P02407,Produto2407,584.6,760
P02408,Produto2408,450.55,974
P02409,Produto2409,453.96,795
P02410,Produto2410,40.82,722
P02411,Produto2411,642.29,168
P02412,Produto2412,826.67,550
P02413,Produto2413,753.35,368
P02414,Produto2414,279.25,147
P02415,Produto2415,157.75,888
P02416,Produto2416,684.44,824
P02417,Produto2417,458.45,233
P02418,Produto2418,299.84,887
P02419,Produto2419,594.4,607
P02420,Produto2420,610.25,552
P02421,Produto2421,90.13,216
P02422,Produto2422,604.22,515
P02423,Produto2423,804.53,135
P02424,Produto2424,959.93,512
P02425,Produto2425,795.41,141
P02426,Produto2426,514.31,620
P02427,Produto2427,215.27,853
P02428,Produto2428,352.53,647
P02429,Produto2429,415.92,433
P02430,Produto2430,18.55,2
P02431,Produto2431,214.4,774
P02432,Produto2432,287.76,257
P02433,Produto2433,331.24,507
P02434,Produto2434,20.6,487
P02435,Produto2435,729.6,60
P02436,Produto2436,580.56,243
P02437,Produto2437,518.29,773
P02438,Produto2438,562.47,100
P02439,Produto2439,659.02,693
P02440,Produto2440,840.94,722
P02441,Produto2441,565.43,126
P02442,Produto2442,881.04,917
P02443,Produto2443,613.72,662
P02444,Produto2444,81.4,660
P02445,Produto2445,686.88,962
P02446,Produto2446,467.29,187
P02447,Produto2447,704.46,549
P02448,Produto2448,635.32,115
P02449,Produto2449,506.25,146
P02450,Produto2450,646.63,170
P02451,Produto2451,947.7,699
P02452,Produto2452,188.74,758
P02453,Produto2453,10.16,33
P02454,Produto2454,388.7,688
P02455,Produto2455,432.16,166
P02456,Produto2456,51.38,665
P02457,Produto2457,697.09,138
P02458,Produto2458,699.04,900
P02459,Produto2459,780.05,734
P02460,Produto2460,664.74,284
P02461,Produto2461,42.09,931
P02462,Produto2462,204.15,565
P02463,Produto2463,495.16,332
P02464,Produto2464,443.09,411
P02465,Produto2465,299.42,546
P02466,Produto2466,374.83,324
P02467,Produto2467,5.2,274
P02468,Produto2468,431.36,885
P02469,Produto2469,765.3,940
P02470,Produto2470,403.88,69
P02471,Produto2471,628.46,652
P02472,Produto2472,877.58,752
P02473,Produto2473,556.79,3
P02474,Produto2474,877.83,314
P02475,Produto2475,848.71,251
P02476,Produto2476,669.2,927
P02477,Produto2477,268.11,938
P02478,Produto2478,622.93,497
P02479,Produto2479,338.46,893
P02480,Produto2480,722.7,364
P02481,Produto2481,995.8,282
P02482,Produto2482,554.65,608
P02483,Produto2483,245.91,345
P02484,Produto2484,600.72,175
P02485,Produto2485,932.65,649
P02486,Produto2486,482.39,472
P02487,Produto2487,409.63,458
P02488,Produto2488,297.35,20
P02489,Produto2489,663.64,378
P02490,Produto2490,483.27,9
P02491,Produto2491,623.37,743
P02492,Produto2492,24.97,903
P02493,Produto2493,523.99,474
P02494,Produto2494,865.16,382
P02495,Produto2495,292.31,595
P02496,Produto2496,518.2,313
P02497,Produto2497,650.79,421
P02498,Produto2498,952.52,323
